state,year,epi_week,actual_cases,predicted_cases
Sokoto,2024,34,40,36.743263
Taraba,2024,34,45,37.94254
Yobe,2024,34,41,37.106453
Zamfara,2024,34,48,36.997894
Abia,2024,35,17,17.864641
Adamawa,2024,35,38,36.34147
Akwa Ibom,2024,35,29,27.65548
Anambra,2024,35,25,17.392334
Bauchi,2024,35,61,50.215446
Bayelsa,2024,35,28,31.990002
Benue,2024,35,31,23.036001
Borno,2024,35,68,50.786217
Cross River,2024,35,31,35.97823
Delta,2024,35,31,27.105715
Ebonyi,2024,35,24,17.067415
Edo,2024,35,23,27.014654
Ekiti,2024,35,18,24.942106
Enugu,2024,35,16,18.183159
FCT,2024,35,19,21.614595
Gombe,2024,35,35,36.91985
Imo,2024,35,14,18.813795
Jigawa,2024,35,42,37.92342
Kaduna,2024,35,38,36.08937
Kano,2024,35,58,53.451405
Katsina,2024,35,33,37.66877
Kebbi,2024,35,42,35.649693
Kogi,2024,35,23,21.06353
Kwara,2024,35,30,23.448524
Lagos,2024,35,28,21.91298
Nasarawa,2024,35,21,21.923182
Niger,2024,35,28,24.177755
Ogun,2024,35,32,25.74079
Ondo,2024,35,28,23.10032
Osun,2024,35,24,23.3434
Oyo,2024,35,23,22.28808
Plateau,2024,35,21,18.769732
Rivers,2024,35,39,39.018475
Sokoto,2024,35,45,36.696606
Taraba,2024,35,53,38.183628
Yobe,2024,35,31,37.298332
Zamfara,2024,35,22,35.932083
Abia,2024,36,17,18.096004
Adamawa,2024,36,37,35.181026
Akwa Ibom,2024,36,33,26.63713
Anambra,2024,36,19,17.800892
Bauchi,2024,36,33,37.6117
Bayelsa,2024,36,21,28.028406
Benue,2024,36,32,22.35983
Borno,2024,36,50,51.30566
Cross River,2024,36,29,31.418602
Delta,2024,36,21,27.310476
Ebonyi,2024,36,13,16.255472
Edo,2024,36,20,22.435745
Ekiti,2024,36,20,22.874712
Enugu,2024,36,17,17.27897
FCT,2024,36,16,18.791557
Gombe,2024,36,26,33.687515
Imo,2024,36,28,16.551405
Jigawa,2024,36,45,39.629467
Kaduna,2024,36,49,33.83689
Kano,2024,36,37,39.41238
Katsina,2024,36,29,32.03586
Kebbi,2024,36,36,34.55924
Kogi,2024,36,32,18.264875
Kwara,2024,36,16,24.622293
Lagos,2024,36,10,23.840683
Nasarawa,2024,36,26,18.05676
Niger,2024,36,24,24.844753
Ogun,2024,36,29,25.081047
Ondo,2024,36,34,21.941748
Osun,2024,36,15,22.294872
Oyo,2024,36,22,21.267336
Plateau,2024,36,13,17.675274
Rivers,2024,36,22,36.067627
Sokoto,2024,36,26,35.743458
Taraba,2024,36,47,34.670418
Yobe,2024,36,39,32.268246
Zamfara,2024,36,35,31.619331
Abia,2024,37,14,17.633205
Adamawa,2024,37,30,32.111588
Akwa Ibom,2024,37,24,27.09833
Anambra,2024,37,24,16.996946
Bauchi,2024,37,34,34.94198
Bayelsa,2024,37,16,24.747936
Benue,2024,37,19,25.00855
Borno,2024,37,27,39.579494
Cross River,2024,37,34,27.516363
Delta,2024,37,36,25.476103
Ebonyi,2024,37,16,15.977508
Edo,2024,37,27,21.539206
Ekiti,2024,37,15,18.249912
Enugu,2024,37,16,16.69692
FCT,2024,37,16,15.143832
Gombe,2024,37,28,29.86272
Imo,2024,37,15,15.838357
Jigawa,2024,37,63,30.855576
Kaduna,2024,37,42,33.710133
Kano,2024,37,36,35.63205
Katsina,2024,37,39,28.767149
Kebbi,2024,37,35,31.977213
Kogi,2024,37,17,20.842743
Kwara,2024,37,29,20.434635
Lagos,2024,37,16,17.848797
Nasarawa,2024,37,23,18.138508
Niger,2024,37,24,22.38989
Ogun,2024,37,13,25.680511
Ondo,2024,37,17,24.62163
Osun,2024,37,15,17.469202
Oyo,2024,37,10,18.731138
Plateau,2024,37,18,16.233162
Rivers,2024,37,19,33.948948
Sokoto,2024,37,35,32.25076
Taraba,2024,37,46,31.953463
Yobe,2024,37,33,31.842659
Zamfara,2024,37,38,31.894434
Abia,2024,38,7,10.928383
Adamawa,2024,38,28,29.155447
Akwa Ibom,2024,38,23,25.10652
Anambra,2024,38,16,15.923256
Bauchi,2024,38,49,34.45591
Bayelsa,2024,38,33,19.367117
Benue,2024,38,18,20.71247
Borno,2024,38,30,34.892723
Cross River,2024,38,29,29.06779
Delta,2024,38,32,25.346664
Ebonyi,2024,38,14,14.72877
Edo,2024,38,16,21.532267
Ekiti,2024,38,12,18.394012
Enugu,2024,38,13,16.141441
FCT,2024,38,14,15.935985
Gombe,2024,38,34,27.678503
Imo,2024,38,12,14.853189
Jigawa,2024,38,29,30.63894
Kaduna,2024,38,32,32.917797
Kano,2024,38,34,34.823906
Katsina,2024,38,28,25.771397
Kebbi,2024,38,20,29.812302
Kogi,2024,38,22,16.99447
Kwara,2024,38,17,15.275881
Lagos,2024,38,12,17.093357
Nasarawa,2024,38,9,13.744097
Niger,2024,38,12,18.304152
Ogun,2024,38,16,20.345972
Ondo,2024,38,14,21.87837
Osun,2024,38,17,16.833145
Oyo,2024,38,23,16.72844
Plateau,2024,38,14,14.826906
Rivers,2024,38,25,26.365046
Sokoto,2024,38,38,31.378075
Taraba,2024,38,36,33.96805
Yobe,2024,38,43,27.848927
Zamfara,2024,38,23,30.846645
Abia,2024,39,14,14.516678
Adamawa,2024,39,41,27.429619
Akwa Ibom,2024,39,25,22.352945
Anambra,2024,39,15,12.472544
Bauchi,2024,39,41,34.920918
Bayelsa,2024,39,29,19.689962
Benue,2024,39,22,19.491648
Borno,2024,39,32,34.46609
Cross River,2024,39,26,27.470339
Delta,2024,39,21,25.75029
Ebonyi,2024,39,12,10.802446
Edo,2024,39,25,18.005966
Ekiti,2024,39,8,14.557118
Enugu,2024,39,13,13.9652195
FCT,2024,39,21,13.235705
Gombe,2024,39,28,28.565592
Imo,2024,39,9,14.264233
Jigawa,2024,39,43,33.84137
Kaduna,2024,39,28,32.74459
Kano,2024,39,30,34.463127
Katsina,2024,39,34,27.86065
Kebbi,2024,39,34,27.099504
Kogi,2024,39,15,14.083763
Kwara,2024,39,18,14.602868
Lagos,2024,39,10,13.728377
Nasarawa,2024,39,17,15.492549
Niger,2024,39,11,14.376268
Ogun,2024,39,20,16.909449
Ondo,2024,39,18,16.506409
Osun,2024,39,20,16.425474
Oyo,2024,39,13,13.269746
Plateau,2024,39,15,14.970794
Rivers,2024,39,30,22.996052
Sokoto,2024,39,23,30.413242
Taraba,2024,39,30,33.06449
Yobe,2024,39,34,32.044205
Zamfara,2024,39,18,25.382164
Abia,2024,40,18,10.005382
Adamawa,2024,40,24,19.81642
Akwa Ibom,2024,40,25,18.221924
Anambra,2024,40,15,13.34448
Bauchi,2024,40,30,28.735432
Bayelsa,2024,40,24,18.610424
Benue,2024,40,24,16.623281
Borno,2024,40,15,21.438982
Cross River,2024,40,21,19.66836
Delta,2024,40,19,18.143425
Ebonyi,2024,40,17,12.403013
Edo,2024,40,18,17.342365
Ekiti,2024,40,22,14.843791
Enugu,2024,40,12,12.457827
FCT,2024,40,16,10.892235
Gombe,2024,40,23,18.07558
Imo,2024,40,8,14.945909
Jigawa,2024,40,28,30.760027
Kaduna,2024,40,24,26.039217
Kano,2024,40,23,20.635126
Katsina,2024,40,27,18.95279
Kebbi,2024,40,29,18.104498
Kogi,2024,40,21,15.107894
Kwara,2024,40,20,15.346734
Lagos,2024,40,14,13.087568
Nasarawa,2024,40,18,10.515043
Niger,2024,40,26,14.701177
Ogun,2024,40,29,19.168274
Ondo,2024,40,31,17.56861
Osun,2024,40,12,15.149388
Oyo,2024,40,20,15.710401
Plateau,2024,40,14,10.867311
Rivers,2024,40,22,20.275215
Sokoto,2024,40,17,14.511142
Taraba,2024,40,22,25.811125
Yobe,2024,40,22,22.714756
Zamfara,2024,40,18,15.11931
Abia,2024,41,8,11.80214
Adamawa,2024,41,24,19.033077
Akwa Ibom,2024,41,27,18.4447
Anambra,2024,41,19,14.918628
Bauchi,2024,41,24,22.850052
Bayelsa,2024,41,24,18.493113
Benue,2024,41,20,17.26178
Borno,2024,41,19,18.371899
Cross River,2024,41,31,18.380795
Delta,2024,41,22,18.026875
Ebonyi,2024,41,19,10.143453
Edo,2024,41,13,16.661022
Ekiti,2024,41,17,15.524539
Enugu,2024,41,14,13.09059
FCT,2024,41,17,14.259711
Gombe,2024,41,24,18.809183
Imo,2024,41,10,12.578001
Jigawa,2024,41,26,22.095484
Kaduna,2024,41,19,18.684122
Kano,2024,41,17,20.266134
Katsina,2024,41,17,17.33528
Kebbi,2024,41,20,18.998293
Kogi,2024,41,18,15.320432
Kwara,2024,41,21,17.038992
Lagos,2024,41,17,16.773794
Nasarawa,2024,41,23,14.544055
Niger,2024,41,17,12.662765
Ogun,2024,41,21,17.85115
Ondo,2024,41,16,18.137222
Osun,2024,41,17,14.748268
Oyo,2024,41,17,15.330901
Plateau,2024,41,25,14.266169
Rivers,2024,41,28,19.847574
Sokoto,2024,41,21,18.358574
Taraba,2024,41,30,19.600138
Yobe,2024,41,25,19.172888
Zamfara,2024,41,31,18.218117
Abia,2024,42,12,11.68481
Adamawa,2024,42,32,18.651226
Akwa Ibom,2024,42,24,18.72311
Anambra,2024,42,19,14.43191
Bauchi,2024,42,28,21.673792
Bayelsa,2024,42,20,18.781893
Benue,2024,42,26,17.670818
Borno,2024,42,28,18.451817
Cross River,2024,42,28,18.752613
Delta,2024,42,33,17.993464
Ebonyi,2024,42,12,14.174579
Edo,2024,42,22,15.66217
Ekiti,2024,42,17,15.465767
Enugu,2024,42,11,12.22231
FCT,2024,42,25,15.228047
Gombe,2024,42,25,18.236485
Imo,2024,42,8,9.392309
Jigawa,2024,42,18,19.784403
Kaduna,2024,42,13,14.793962
Kano,2024,42,28,18.32855
Katsina,2024,42,13,17.67646
Kebbi,2024,42,22,15.527123
Kogi,2024,42,16,12.0331955
Kwara,2024,42,15,15.800199
Lagos,2024,42,16,15.03097
Nasarawa,2024,42,14,11.224821
Niger,2024,42,17,14.831578
Ogun,2024,42,26,17.757034
Ondo,2024,42,21,17.608282
Osun,2024,42,15,14.371839
Oyo,2024,42,16,16.709097
Plateau,2024,42,15,15.7702875
Rivers,2024,42,16,18.972837
Sokoto,2024,42,22,17.776464
Taraba,2024,42,17,18.798162
Yobe,2024,42,12,19.310791
Zamfara,2024,42,22,17.645683
Abia,2024,43,20,14.387201
Adamawa,2024,43,15,18.354267
Akwa Ibom,2024,43,22,19.239157
Anambra,2024,43,15,15.691812
Bauchi,2024,43,21,17.993462
Bayelsa,2024,43,29,20.370354
Benue,2024,43,22,16.306793
Borno,2024,43,15,18.89438
Cross River,2024,43,30,18.965279
Delta,2024,43,32,18.87864
Ebonyi,2024,43,8,13.277675
Edo,2024,43,18,16.318127
Ekiti,2024,43,14,14.934977
Enugu,2024,43,19,12.901322
FCT,2024,43,17,15.812647
Gombe,2024,43,21,15.846914
Imo,2024,43,8,12.795078
Jigawa,2024,43,22,19.339373
Kaduna,2024,43,19,17.719576
Kano,2024,43,24,18.679886
Katsina,2024,43,23,17.446018
Kebbi,2024,43,14,19.143732
Kogi,2024,43,17,15.550462
Kwara,2024,43,12,14.770469
Lagos,2024,43,13,17.563473
Nasarawa,2024,43,17,15.405192
Niger,2024,43,10,13.141113
Ogun,2024,43,17,17.527548
Ondo,2024,43,16,17.843666
Osun,2024,43,14,14.907631
Oyo,2024,43,16,15.054528
Plateau,2024,43,15,14.627199
Rivers,2024,43,25,18.51018
Sokoto,2024,43,25,18.023424
Taraba,2024,43,21,15.41852
Yobe,2024,43,24,18.55734
Zamfara,2024,43,34,17.891459
Abia,2024,44,13,13.412884
Adamawa,2024,44,17,15.167557
Akwa Ibom,2024,44,24,18.521551
Anambra,2024,44,25,15.291737
Bauchi,2024,44,14,17.294733
Bayelsa,2024,44,15,18.92441
Benue,2024,44,16,15.902738
Borno,2024,44,22,17.253927
Cross River,2024,44,21,19.215235
Delta,2024,44,25,18.930777
Ebonyi,2024,44,11,11.315333
Edo,2024,44,17,17.225977
Ekiti,2024,44,18,16.427292
Enugu,2024,44,13,11.476899
FCT,2024,44,16,16.150576
Gombe,2024,44,28,17.701738
Imo,2024,44,22,11.817389
Jigawa,2024,44,23,19.151438
Kaduna,2024,44,20,18.028107
Kano,2024,44,18,18.6593
Katsina,2024,44,25,18.271044
Kebbi,2024,44,20,17.597408
Kogi,2024,44,24,13.124185
Kwara,2024,44,19,15.369916
Lagos,2024,44,13,16.963457
Nasarawa,2024,44,24,15.720418
Niger,2024,44,23,14.443741
Ogun,2024,44,16,16.955923
Ondo,2024,44,20,16.639246
Osun,2024,44,13,15.116537
Oyo,2024,44,19,15.729727
Plateau,2024,44,14,13.8578825
Rivers,2024,44,13,18.106592
Sokoto,2024,44,24,17.201895
Taraba,2024,44,20,14.855878
Yobe,2024,44,20,17.946865
Zamfara,2024,44,14,15.732335
Abia,2024,45,15,12.438414
Adamawa,2024,45,12,12.003153
Akwa Ibom,2024,45,15,15.794373
Anambra,2024,45,14,14.395327
Bauchi,2024,45,12,14.665034
Bayelsa,2024,45,13,15.715905
Benue,2024,45,13,11.608348
Borno,2024,45,11,13.331325
Cross River,2024,45,17,16.574629
Delta,2024,45,17,16.628172
Ebonyi,2024,45,7,10.076328
Edo,2024,45,14,13.818949
Ekiti,2024,45,12,13.506428
Enugu,2024,45,11,12.439955
FCT,2024,45,8,12.3932
Gombe,2024,45,19,16.42983
Imo,2024,45,12,10.681233
Jigawa,2024,45,19,14.411988
Kaduna,2024,45,14,11.502844
Kano,2024,45,14,14.177252
Katsina,2024,45,9,13.1488695
Kebbi,2024,45,13,14.451354
Kogi,2024,45,9,14.441208
Kwara,2024,45,7,11.6444845
Lagos,2024,45,17,13.476084
Nasarawa,2024,45,18,13.930103
Niger,2024,45,15,13.951983
Ogun,2024,45,13,15.138162
Ondo,2024,45,12,14.911067
Osun,2024,45,14,13.417559
Oyo,2024,45,17,14.716783
Plateau,2024,45,10,11.862619
Rivers,2024,45,16,15.183165
Sokoto,2024,45,15,15.6840105
Taraba,2024,45,14,14.805609
Yobe,2024,45,19,13.564637
Zamfara,2024,45,19,15.271234
Abia,2024,46,9,10.496558
Adamawa,2024,46,14,13.374087
Akwa Ibom,2024,46,18,15.685755
Anambra,2024,46,13,14.016491
Bauchi,2024,46,13,12.732159
Bayelsa,2024,46,8,15.088278
Benue,2024,46,11,13.365189
Borno,2024,46,16,13.93007
Cross River,2024,46,15,16.110529
Delta,2024,46,25,16.855677
Ebonyi,2024,46,13,9.362946
Edo,2024,46,19,14.519038
Ekiti,2024,46,16,13.452072
Enugu,2024,46,11,9.640788
FCT,2024,46,9,11.171206
Gombe,2024,46,15,11.487612
Imo,2024,46,7,9.912069
Jigawa,2024,46,17,15.393257
Kaduna,2024,46,12,10.182532
Kano,2024,46,19,13.028608
Katsina,2024,46,17,14.922007
Kebbi,2024,46,14,13.952258
Kogi,2024,46,14,13.031115
Kwara,2024,46,13,10.547473
Lagos,2024,46,11,13.507388
Nasarawa,2024,46,11,10.802487
Niger,2024,46,11,12.088616
Ogun,2024,46,20,14.50411
Ondo,2024,46,9,13.45073
Osun,2024,46,21,12.8515215
Oyo,2024,46,19,16.837492
Plateau,2024,46,7,8.685548
Rivers,2024,46,17,14.509727
Sokoto,2024,46,19,15.61042
Taraba,2024,46,16,15.222356
Yobe,2024,46,9,14.9128275
Zamfara,2024,46,14,14.648381
Abia,2024,47,17,12.1423435
Adamawa,2024,47,13,13.243409
Akwa Ibom,2024,47,23,14.381716
Anambra,2024,47,13,13.673582
Bauchi,2024,47,20,9.870266
Bayelsa,2024,47,21,12.9992285
Benue,2024,47,11,9.713966
Borno,2024,47,12,11.844874
Cross River,2024,47,25,15.504576
Delta,2024,47,16,16.493414
Ebonyi,2024,47,7,7.727167
Edo,2024,47,17,14.932041
Ekiti,2024,47,16,13.033334
Enugu,2024,47,21,12.14846
FCT,2024,47,14,10.946838
Gombe,2024,47,24,13.21465
Imo,2024,47,10,10.465342
Jigawa,2024,47,14,15.587336
Kaduna,2024,47,13,10.181738
Kano,2024,47,20,12.743921
Katsina,2024,47,14,13.590301
Kebbi,2024,47,10,11.508104
Kogi,2024,47,17,11.049766
Kwara,2024,47,10,11.091306
Lagos,2024,47,11,12.121837
Nasarawa,2024,47,14,13.717089
Niger,2024,47,16,12.891801
Ogun,2024,47,10,14.164756
Ondo,2024,47,11,13.871942
Osun,2024,47,12,14.324933
Oyo,2024,47,16,14.854304
Plateau,2024,47,10,11.139288
Rivers,2024,47,15,13.833314
Sokoto,2024,47,19,15.280558
Taraba,2024,47,16,12.381593
Yobe,2024,47,22,12.696828
Zamfara,2024,47,9,10.447706
Abia,2024,48,8,11.843273
Adamawa,2024,48,21,10.842901
Akwa Ibom,2024,48,14,13.329106
Anambra,2024,48,18,10.736002
Bauchi,2024,48,19,12.457942
Bayelsa,2024,48,24,14.001209
Benue,2024,48,18,12.71491
Borno,2024,48,14,9.980366
Cross River,2024,48,20,15.556454
Delta,2024,48,18,15.895972
Ebonyi,2024,48,7,8.800639
Edo,2024,48,18,14.859734
Ekiti,2024,48,10,13.54276
Enugu,2024,48,10,11.250182
FCT,2024,48,12,11.2100525
Gombe,2024,48,21,15.359095
Imo,2024,48,11,11.339835
Jigawa,2024,48,12,14.123662
Kaduna,2024,48,6,11.963945
Kano,2024,48,24,13.929969
Katsina,2024,48,20,13.310639
Kebbi,2024,48,17,14.107085
Kogi,2024,48,12,12.124167
Kwara,2024,48,12,11.59663
Lagos,2024,48,9,12.554928
Nasarawa,2024,48,8,12.988604
Niger,2024,48,19,12.57133
Ogun,2024,48,14,13.946417
Ondo,2024,48,16,13.69987
Osun,2024,48,12,13.03459
Oyo,2024,48,13,14.921936
Plateau,2024,48,9,9.87613
Rivers,2024,48,23,13.868254
Sokoto,2024,48,17,14.10597
Taraba,2024,48,17,10.332756
Yobe,2024,48,10,11.738624
Zamfara,2024,48,7,10.790059
Abia,2024,49,9,12.2843485
Adamawa,2024,49,18,13.043164
Akwa Ibom,2024,49,17,15.405821
Anambra,2024,49,11,13.4179125
Bauchi,2024,49,11,12.473215
Bayelsa,2024,49,10,15.448676
Benue,2024,49,14,12.378068
Borno,2024,49,12,11.451679
Cross River,2024,49,14,15.0689745
Delta,2024,49,22,15.932233
Ebonyi,2024,49,12,9.306944
Edo,2024,49,10,13.8423605
Ekiti,2024,49,14,14.145987
Enugu,2024,49,12,11.003684
FCT,2024,49,9,11.100401
Gombe,2024,49,16,14.85739
Imo,2024,49,5,10.261797
Jigawa,2024,49,19,13.424146
Kaduna,2024,49,25,12.30888
Kano,2024,49,10,14.817509
Katsina,2024,49,15,13.24238
Kebbi,2024,49,11,13.393629
Kogi,2024,49,19,10.40118
Kwara,2024,49,12,11.863939
Lagos,2024,49,8,12.345248
Nasarawa,2024,49,18,12.4759865
Niger,2024,49,19,11.171621
Ogun,2024,49,22,14.470752
Ondo,2024,49,19,12.3497925
Osun,2024,49,20,13.912814
Oyo,2024,49,19,14.291528
Plateau,2024,49,11,11.140185
Rivers,2024,49,11,15.255268
Sokoto,2024,49,20,14.455557
Taraba,2024,49,18,12.654857
Yobe,2024,49,15,9.863129
Zamfara,2024,49,15,9.846051
Abia,2024,50,13,11.774384
Adamawa,2024,50,19,13.910144
Akwa Ibom,2024,50,18,15.26958
Anambra,2024,50,11,11.063741
Bauchi,2024,50,19,12.4069
Bayelsa,2024,50,11,13.683267
Benue,2024,50,19,12.6243305
Borno,2024,50,18,13.849595
Cross River,2024,50,20,17.657097
Delta,2024,50,18,17.183418
Ebonyi,2024,50,13,9.891445
Edo,2024,50,16,14.482825
Ekiti,2024,50,18,13.590229
Enugu,2024,50,10,9.43898
FCT,2024,50,11,12.121345
Gombe,2024,50,16,11.182998
Imo,2024,50,9,10.906983
Jigawa,2024,50,16,11.960312
Kaduna,2024,50,17,11.077842
Kano,2024,50,19,13.360047
Katsina,2024,50,11,12.242061
Kebbi,2024,50,12,12.364849
Kogi,2024,50,13,13.315222
Kwara,2024,50,18,11.290515
Lagos,2024,50,5,11.10575
Nasarawa,2024,50,10,13.124667
Niger,2024,50,9,11.763625
Ogun,2024,50,11,14.222325
Ondo,2024,50,14,13.047258
Osun,2024,50,18,14.107145
Oyo,2024,50,15,15.541104
Plateau,2024,50,9,7.4614196
Rivers,2024,50,15,14.713087
Sokoto,2024,50,16,13.127456
Taraba,2024,50,23,13.773661
Yobe,2024,50,10,13.054813
Zamfara,2024,50,8,12.367368
Abia,2024,51,6,12.055513
Adamawa,2024,51,12,14.680164
Akwa Ibom,2024,51,24,15.464878
Anambra,2024,51,7,11.981203
Bauchi,2024,51,15,14.082456
Bayelsa,2024,51,12,14.217618
Benue,2024,51,11,13.354303
Borno,2024,51,17,12.128647
Cross River,2024,51,16,15.049047
Delta,2024,51,17,15.333866
Ebonyi,2024,51,17,8.929691
Edo,2024,51,21,14.288236
Ekiti,2024,51,16,14.24374
Enugu,2024,51,11,12.6066475
FCT,2024,51,7,10.53666
Gombe,2024,51,14,11.056399
Imo,2024,51,13,9.023973
Jigawa,2024,51,14,13.269825
Kaduna,2024,51,18,13.186752
Kano,2024,51,11,13.263605
Katsina,2024,51,14,13.737143
Kebbi,2024,51,15,12.534045
Kogi,2024,51,14,10.470274
Kwara,2024,51,22,13.321316
Lagos,2024,51,16,11.320927
Nasarawa,2024,51,16,13.276515
Niger,2024,51,9,12.177817
Ogun,2024,51,12,14.227226
Ondo,2024,51,17,14.12392
Osun,2024,51,14,14.142908
Oyo,2024,51,13,14.323543
Plateau,2024,51,12,8.3284
Rivers,2024,51,11,14.197184
Sokoto,2024,51,19,14.372082
Taraba,2024,51,9,12.639202
Yobe,2024,51,14,9.964647
Zamfara,2024,51,14,11.006522
Abia,2024,52,13,10.330461
Adamawa,2024,52,17,14.030364
Akwa Ibom,2024,52,15,15.001424
Anambra,2024,52,9,12.371482
Bauchi,2024,52,17,11.687985
Bayelsa,2024,52,16,13.004194
Benue,2024,52,17,11.383687
Borno,2024,52,13,13.730766
Cross River,2024,52,11,14.471041
Delta,2024,52,17,15.695921
Ebonyi,2024,52,9,8.600509
Edo,2024,52,11,15.38833
Ekiti,2024,52,15,14.215383
Enugu,2024,52,11,11.360001
FCT,2024,52,22,8.829968
Gombe,2024,52,10,11.183197
Imo,2024,52,4,8.692372
Jigawa,2024,52,15,13.807722
Kaduna,2024,52,23,13.4819565
Kano,2024,52,9,12.393897
Katsina,2024,52,20,14.014355
Kebbi,2024,52,9,11.118315
Kogi,2024,52,15,11.941783
Kwara,2024,52,15,13.944015
Lagos,2024,52,12,11.973127
Nasarawa,2024,52,12,12.091233
Niger,2024,52,13,9.709794
Ogun,2024,52,17,14.823
Ondo,2024,52,15,14.149051
Osun,2024,52,12,13.260958
Oyo,2024,52,12,14.910291
Plateau,2024,52,16,10.380885
Rivers,2024,52,18,14.230491
Sokoto,2024,52,13,12.666899
Taraba,2024,52,17,13.146174
Yobe,2024,52,8,9.947843
Zamfara,2024,52,10,10.254848
